Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Jivan Sobrinho-Wheeler,Timothy J. Toomey,Quinton Zondervan,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2021 #189,2021-09-13 Regular,2021-09-13,4,Appropriation,,,,Adopted,8 to 0,yes,yes,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14596&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a Public Safety Answering Point (PSAP) Leadership Scholarship Program Grant funded from the State 911 Department in the amount of $10,000 to the Grant Fund Emergency Communications Salaries and Wages account ($3,500) and to the Grant Fund Emergency Communications Travel and Training account ($6,500) which will to cover personnel costs, training fees, and travel costs for the employee who receives the scholarship to attend a designated Leadership Certification Program."
CMA 2021 #190,2021-09-13 Regular,2021-09-13,5,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14583&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of an FY22 State 911 Department Training grant in the amount of $127,597 to the Grant Fund Emergency Communications Salary and Wages account ($89,449), and to the Travel and Training account ($38,148) which will support training of Emergency Communications Center personnel, classroom fees, and training materials."
CMA 2021 #191,2021-09-13 Regular,2021-09-13,6,Transmitting Communication,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14601&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to authorization to grant street obstruction approvals."
CMA 2021 #192,2021-09-13 Regular,2021-09-13,7,Awaiting Report Response,,POR 2021 #65,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14598&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-21, regarding a report on traffic calming options in the vicinity of Pemberton Street and Fairfield Street."
CMA 2021 #193,2021-09-13 Regular,2021-09-13,8,Awaiting Report Response,,POR 2021 #167,,Tabled,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14599&CssClass=,by Mayor Siddiqui,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-56, regarding improvements to Jerry's Pond and along Rindge Avenue.  PLACED ON THE TABLE BY MAYOR SIDDIQUI IN COUNCIL SEPTEMBER 13, 2021"
CMA 2021 #194,2021-09-13 Regular,2021-09-13,9,Appointment,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14585&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following persons as new Associate Members of the Planning Board for a term of five-years, effective September 1, 2021:  Alan Price and Ashley Tan."
CMA 2021 #195,2021-09-13 Regular,2021-09-13,10,Appointment,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14450&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a reappointment and appointment of new members of the Central Square Advisory Committee for a term of three years, effective July 1, 2021 -  Reappointment:  Esther Hanig.  New Appointments:  Saffana Anwar and Christopher Fort"
CMA 2021 #196,2021-09-13 Regular,2021-09-13,11,Transmitting Communication,,,,Referred to the Petition,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14586&CssClass=,link to petition,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a Planning Board report with no positive or negative recommendation on Article 22.000 Emissions Accounting Zoning Petition."
CMA 2021 #197,2021-09-13 Regular,2021-09-13,12,Transmitting Communication,,,,Referred to the Petition,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14587&CssClass=,link this to the petition attached to CRT #4,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a Planning Board report on the Post-Operative Animal Care zoning petition, which recommends the adoption of an alternative zoning amendment to effect the proposed change."
CMA 2021 #198,2021-09-13 Regular,2021-09-13,13,Appointment,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14584&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of  members to the newly formed BIPOC Business Advisory Committee for a term of one-year, effective September 1, 2021."
CMA 2021 #199,2021-09-13 Regular,2021-09-13,14,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14593&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Municipal Vulnerability Preparedness Action Grant in the amount of  $268,820 to the Grant Fund Community Development Department Other Ordinary Maintenance Account.   The City is working with the Metropolitan Area Planning Council (MAPC), which manages the Metro Mayors collaboration, to conduct a regional project titled Building Resilience to Climate Driven Heat in Metro Boston and will reimburse MAPC for their expenses following receipt of grant disbursements to the City by the Commonwealth."
CMA 2021 #200,2021-09-13 Regular,2021-09-13,15,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14594&CssClass=,two orders,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $39,292 in Community Development Block Grant (CDBG) Funds to the Public Investment Fund Community Development Extraordinary Expenditures Account ($33,399), and to the Other Ordinary Maintenance Account ($5,893) which will assist with providing affordable housing, revitalize neighborhoods, and expand economic opportunities to low and moderate-income persons."
CMA 2021 #201,2021-09-13 Regular,2021-09-13,16,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14595&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $2,024,011 received from HUD as part of the Housing Opportunities for People with Aids (HOPWA) Grant to the Grant Fund Community Development Department Other Ordinary Maintenance Account which will be used for assisted living programs and supportive services; shelter services, rental assistance and housing search services."
CMA 2021 #202,2021-09-13 Regular,2021-09-13,17,Appointment,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14458&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointments of the following members of the Cambridge Health Alliance Board of Trustees, effective July 1, 2021: 3-year terms - Yvette Verdieu, James Henderson, Marian Darlington-Hope, Barbara Guthrie, Katherine Kosinski.  1-year term:  Joshua Posner, Alexander White."
CMA 2021 #203,2021-09-13 Regular,2021-09-13,18,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14565&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  $88,895 received from the Cambridge Housing Authority, to the Grant Fund Human Service Department Programs Salary and Wages account for the Cambridge Employment Program which will be used to maintain the capacity of the Cambridge Employment Program by continuing to fund a vocational case manager to provide career counseling and case management services to Cambridge residents seeking employment, particularly those residing in public housing."
CMA 2021 #204,2021-09-13 Regular,2021-09-13,19,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14575&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Children’s Trust Fund grant for the Center for Families program in the amount of $18,375.00 to the Grant Fund Department of Human Service Programs Salary and Wages account ($16,560.00) and to the Grant Fund Department of Human Service Programs Other Ordinary Maintenance account ($1,815.00) which will be used by the Center for Families to support family programs targeting parents of children up to eight years, which include a variety of family support and parent education programs and resources."
CMA 2021 #205,2021-09-13 Regular,2021-09-13,20,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14576&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of various donations to the Council on Aging in the amount of $1,585.00 to the Grant Fund Human Service Programs Other Ordinary Maintenance account ($985.00) and to the Travel and Training account ($600.00), which will be used to support services for Cambridge Seniors, including virtual classes and instruction, gift cards, and the provision of minor home adaptation equipment."
CMA 2021 #206,2021-09-13 Regular,2021-09-13,21,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14577&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Cambridge in Motion Grant for $1,000.00 from the Cambridge Public Health Department to the Grant Fund Human Service Programs Other Ordinary Maintenance account which will be used to support the Munching and Moving Program at the Morse Preschool."
CMA 2021 #207,2021-09-13 Regular,2021-09-13,22,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14578&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $9,615.00 for the Center for Families program funded by the Cambridge Public Health Commission, Agenda for Children to the Grant Fund Department of Human Service Programs Other Ordinary Maintenance account which will be  used to provide Family programming and curriculum development, pre-bagged refreshments for outside and in-person events and activity bag giveaways."
CMA 2021 #208,2021-09-13 Regular,2021-09-13,23,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14579&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of funds for the College Success Initiative from the Cambridge Community Foundation for $15,000.00 to the Grant Fund Human Service Programs Salary and Wages account which will be used to support part of the salary costs associated with a college success coach who will provide individualized college coaching for students attending UMass Boston and for graduates of the Community Learning Center’s Bridge to College program who attend Bunker Hill Community College."
CMA 2021 #209,2021-09-13 Regular,2021-09-13,24,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14580&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a Department of Elementary and Secondary Education (DESE) grant in the amount of $79,992.00 to the Grant Fund Human Service Programs Salary and Wages account ($47,084.00), and to the Other Ordinary Maintenance account ($32,908.00) which will be used to provide an integrated education and training program to adults in the Metro North area who want to start a career in the Information Technology field and work as Computer User Support Specialists, Help Desk Technicians, etc."
CMA 2021 #210,2021-09-13 Regular,2021-09-13,25,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14581&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Friends of the Community Learning Center (CLC) grant funded by the Cambridge Community Foundation in the amount of $4,500.00 to the Grant Fund Human Service Programs Salary and Wages account which will be used to support the distribution of Chromebooks to CLC students and provide technical assistance to them to connect with the CLC zoom classrooms."
CMA 2021 #211,2021-09-13 Regular,2021-09-13,26,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14582&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Massachusetts Housing and Shelter Alliance grant funded by the Department of Housing and Community Development (DHCD) in the amount of $118,723.49 to the Grant Fund Human Service Programs Salary and Wages account ($101,480.49), to the Other Ordinary Maintenance account ($14,243.00), and to the Travel and Training account ($3,000.00) which will be used for costs related to the Carey Men’s Permanent Supported Housing Program operated by the Multi-Service Center."
CMA 2021 #212,2021-09-20 Regular,2021-09-20,1,Transmitting Communication,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3958&MediaPosition=&ID=14658&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the recommendations of the Community Preservation Act Committee (CPAC) for FY2022."
CMA 2021 #213,2021-09-20 Regular,2021-09-20,2,Appropriation,,,,Adopted,8 to 0,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3958&MediaPosition=&ID=14648&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of of $5,000 received as a donation from Stonyfield Farms, Inc. to the Grant Fund Public Works Department Other Ordinary Maintenance account which will be used toward the costs of natural turf management practices by the Department of Public Works at City parks and fields."
CMA 2021 #214,2021-09-20 Regular,2021-09-20,3,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3958&MediaPosition=&ID=14649&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $199,736.56 received from the Massachusetts Department of Transportation (MassDOT) Shared Streets and Spaces Program Grant, to the Grant Fund Traffic, Parking, and Transportation Extraordinary Expenditures account ($199,736.56) which will be used to fund the installation of two new Bluebikes stations, as well as the installation of a new curb extension to create space for one of the new stations."
CMA 2021 #215,2021-09-20 Regular,2021-09-20,4,Transmitting Communication,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3958&MediaPosition=&ID=14654&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a request for approval to submit an amendment to the proposed Home Rule Petition for a special law regarding a fire cadet program for the City of Cambridge Fire Department."
CMA 2021 #216,2021-09-27 Regular,2021-09-27,1,Transmitting Communication,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3959&MediaPosition=&ID=14705&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on COVID-19."
CMA 2021 #217,2021-09-27 Regular,2021-09-27,2,Awaiting Report Response,,POR 2021 #174,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3959&MediaPosition=&ID=14704&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-59, regarding adding the memorial dedication process and criteria to the City Council webpage."
CMA 2021 #218,2021-09-27 Regular,2021-09-27,3,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3959&MediaPosition=&ID=14721&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  the Partnership Grant from the U.S. Department of Housing and Urban Development (HUD) in the amount of $8,000 to the Grant Fund Human Rights Other Ordinary Maintenance Account which will be used for proposed fair-housing related outreach efforts, including: an information session on COVID-specific fair housing issues and related materials, a fair housing “Know Your Rights” seminar with the Massachusetts Attorney General’s Office and related materials, and a new CHRC “At a Glance” informational bulletin."
CMA 2021 #219,2021-09-27 Regular,2021-09-27,4,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3959&MediaPosition=&ID=14723&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of of the Fair Housing Assistance Program Grant from the U.S. Department of Housing and Urban Development (HUD) in the amount of $39,534 to the Grant Fund Human Rights Salary and Wages Account ($19,034) and the Travel and Training Account ($20,500) which will be used to cover a portion of the salary of the Cambridge Human Rights Commission (CHRC) Attorney-Investigator, who works on Fair Housing Assistance Program (FHAP) cases."
CMA 2021 #220,2021-10-04 Regular,2021-10-04,1,Transmitting Communication,,,,Referred,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3960&MediaPosition=&ID=14775&CssClass=,TO THE SPECIAL PUBLIC MEETING REGARDING THE PROPERTY TAX RATE CLASSIFICATION,"A communication transmitted from Louis A. DePasquale, City Manager, relative to votes necessary to seek approval from the Massachusetts Department of Revenue of the tax rate for FY2022."
CMA 2021 #221,2021-10-04 Regular,2021-10-04,2,Appointment,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3960&MediaPosition=&ID=14761&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment and reappointment of members of the Family Policy Council, effective October 1, 2021:"
CMA 2021 #222,2021-10-04 Regular,2021-10-04,3,Awaiting Report Response,,POR 2021 #67,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3960&MediaPosition=&ID=14771&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-22, regarding updating neighborhood organization lists."
CMA 2021 #223,2021-10-04 Regular,2021-10-04,4,Awaiting Report Response,,POR 2021 #92,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3960&MediaPosition=&ID=14772&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number  21-33, regarding Electric Vehicle Supply Equipment standards in the review of development projects."
CMA 2021 #224,2021-10-18 Regular,2021-10-18,1,Transmitting Communication,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3961&MediaPosition=&ID=14805&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on COVID-19."
CMA 2021 #225,2021-10-18 Regular,2021-10-18,2,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3961&MediaPosition=&ID=14813&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  $170,975 from Free Cash to the General Fund Elections Department Other Ordinary Maintenance account which will be used to cover the additional costs associated with recently approved vote by mail-in, and early voting for the municipal election, November 2, 2021."
CMA 2021 #226,2021-10-18 Regular,2021-10-18,3,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3961&MediaPosition=&ID=14809&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $100,000 from Free Cash to the Public Investment Fund Public Works Extraordinary Expenditures Account to purchase 25 mobile radios for Public Works response vehicles."
CMA 2021 #227,2021-10-18 Regular,2021-10-18,4,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3961&MediaPosition=&ID=14810&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $1,500,000 from Free Cash to the Public Investment Fund Fire Extraordinary Expenditures account which will be used to purchase of two 1250GPM Fire Pumpers."
CMA 2021 #228,2021-10-18 Regular,2021-10-18,5,Appointment,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3961&MediaPosition=&ID=14822&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointment of Albert Darling as a Constable for a term of three years, effective the first day of January, 2021."
CMA 2021 #229,2021-10-25 Regular,2021-10-25,1,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14875&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  $745,000 from Free Cash to the Public Investment Fund, Emergency Communications Extraordinary Expense account which will be used for site maintenance and the replacement of critical infrastructure to support the City of Cambridge radio system."
CMA 2021 #230,2021-10-25 Regular,2021-10-25,2,Appointment,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14876&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointment of the following persons as a members of the Conservation Commission:  Kathryn Hess, David Lyons and Elysse Magnotto-Cleary."
CMA 2021 #231,2021-10-25 Regular,2021-10-25,3,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3962&MediaPosition=&ID=14889&CssClass=,and placed response to awaiting report 21-54 on file,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $180,500 from Free Cash to the General Fund Human Service Programs Other Ordinary Maintenance account to support the expansion of Equity Roadmap’s Friday Night Hype program in Cambridge.   This appropriation also responds to Awaiting Report Item Number 21-54."
CMA 2021 #232,2021-11-01 Regular,2021-11-01,1,Transmitting Communication,,,,Placed on File,8 to 0,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3963&MediaPosition=&ID=14929&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on COVID-19."
CMA 2021 #233,2021-11-01 Regular,2021-11-01,2,Appropriation,,,,Adopted,8 to 0,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3963&MediaPosition=&ID=14811&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  a grant from the State Executive Office of Public Safety, Department of Fire Services, in the amount of $187,500 to the Grant Fund Fire Travel & Training account ($20,000) and the Extraordinary Expenditures account ($167,500), which will be used for the purchase of quick response/safety Hazmat vehicles."
CMA 2021 #234,2021-11-01 Regular,2021-11-01,3,Awaiting Report Response,,POR 2021 #231,,Referred,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3963&MediaPosition=&ID=14937&CssClass=,to CAL #4,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-79, regarding proposed amendments to Article 8.12 of the Municipal Code."
CMA 2021 #235,2021-11-08 Regular,2021-11-08,1,Appointment,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3964&MediaPosition=&ID=14953&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to new appointments and reappointments of members of the Council on Aging Board, effective November 8, 2021."
CMA 2021 #236,2021-11-08 Regular,2021-11-08,2,Appointment,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3964&MediaPosition=&ID=14967&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of new members of the Biosafety Committee for a term of 5 years, effective November 8, 2021."
CMA 2021 #237,2021-11-08 Regular,2021-11-08,3,Awaiting Report Response,,POR 2021 #111,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3964&MediaPosition=&ID=14951&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-40, regarding the possibility of posting truck exclusion on Roberts Road."
CMA 2021 #238,2021-11-08 Regular,2021-11-08,4,Awaiting Report Response,,POR 2021 #242,,Referred to Committee,Unanimous,yes,yes,yes,yes,yes,yes,absent,absent,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3964&MediaPosition=&ID=14980&CssClass=,to Health and Environment Committee,"Ordinance #2021-26 A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 21-84 regarding BEUDO (Building Energy Use Disclosure Ordinance) proposed amendments."
CMA 2021 #239,2021-11-15 Regular,2021-11-15,1,Transmitting Communication,,,,Placed on File,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3965&MediaPosition=&ID=14966&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on COVID-19."
