Unique Identifier,Agenda Number,Meeting,Meeting Date,Sponsor,Co-Sponsors,Charter Right,Amended,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
POR 2019 #216,2,2019-06-17 Regular,2019-06-17,Sumbul Siddiqui,"Jan Devereux,Craig A. Kelley,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2361&MediaPosition=&ID=9571&CssClass=,That the City Manager is requested to report back to the City Council regarding rubbish handling at Comeau Field and Francis J. McCrehan Memorial Swimming Pool.,BY AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #217,3,2019-06-17 Regular,2019-06-17,Craig A. Kelley,"Timothy J. Toomey,E. Denise Simmons",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2361&MediaPosition=&ID=9573&CssClass=,"That the City Manager is requested to confer with the appropriate City staff and report back to the City Council in greater detail as to why the construction cost estimates for the Inman Square redesign project were so inaccurately low, what steps are being taken to ensure that the project will not lead to further cost estimate overruns, how such inaccurate cost estimates will be avoided for all projects in the future and interim steps that are being taken to ensure maximum safety in this area.",BY AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #218,4,2019-06-17 Regular,2019-06-17,Craig A. Kelley,"E. Denise Simmons,Timothy J. Toomey,Marc C. McGovern",,Yes,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2361&MediaPosition=&ID=9574&CssClass=,"That the City Manager is requested to confer with the appropriate City staff and Eversource personnel to determine why the signals at Broadway and Ellery, which add an element of confusion to this intersection, were installed without Eversource’s being able to connect them to the grid in a more responsive manner.",BY A ROLL CALL VOTE OF 8-0-1
POR 2019 #219,5,2019-06-17 Regular,2019-06-17,Sumbul Siddiqui,"Jan Devereux,E. Denise Simmons,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2361&MediaPosition=&ID=9577&CssClass=,City Council support for access to a safe and legal abortion.,BY AFFIRMATIVE VOTE OF SEVEN MEMBERS. COUNCILLOR TOOMEY TO BE RECORDED AS PRESENT
POR 2019 #220,6,2019-06-17 Regular,2019-06-17,Dennis J. Carlone,,,,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2361&MediaPosition=&ID=9593&CssClass=,"Verizon New England, Inc. - Ware Street Innovation Space Overlay District Petition",BY A ROLL CALL VOTE OF 8-0-1. COUNCILLOR ZONDERVAN ABSENT
POR 2019 #221,1,2019-06-24 Regular,2019-06-24,Jan Devereux,"Dennis J. Carlone,Sumbul Siddiqui,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9627&CssClass=,"That the City Manager is requested to work with the Community Development Department, Traffic, Parking and Transportation Department and the Department of Public Works to identify whether a Bluebikes station may be located in the proximity of Rafferty Park or elsewhere in the general vicinity.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #222,2,2019-06-24 Regular,2019-06-24,Jan Devereux,"Marc C. McGovern,Sumbul Siddiqui,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9622&CssClass=,"That the City Manager is requested to work with the Community Development Department, the Department of Public Works and the Animal Commission to consider the cost and feasibility of improvements to the Danehy Dog Park.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #223,3,2019-06-24 Regular,2019-06-24,Jan Devereux,"Dennis J. Carlone,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9628&CssClass=,That the City Manager is requested to work with the Community Development Department and the City Solicitor to draft a zoning amendment that will count a portion of a new or substantially renovated building's rooftop mechanicals (excluding solar installations) toward its allowed height and/or FAR.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #224,4,2019-06-24 Regular,2019-06-24,Marc C. McGovern,"Jan Devereux,Sumbul Siddiqui,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9657&CssClass=,That the City Manager is requested to confer with the City Solicitor and the City Hall building staff to identify a suitable location other than the Sullivan Chamber where the state flag may be displayed in compliance with state law.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #225,5,2019-06-24 Regular,2019-06-24,Sumbul Siddiqui,"Alanna Mallon,Jan Devereux,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9659&CssClass=,"That the City Manager is requested to work with the Community Development Department, Assessor’s Office, and the City Solicitor’s Office on developing a Vacant Storefront Registration Policy.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #226,6,2019-06-24 Regular,2019-06-24,Alanna Mallon,Marc C. McGovern,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9663&CssClass=,City Council support of H585 and S256: An Act to Promote Student Nutrition.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #227,7,2019-06-24 Regular,2019-06-24,Marc C. McGovern,Alanna Mallon,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9667&CssClass=,That the City Manager is requested to confer with the MBTA with the view in mind of increasing the bus service along Concord Avenue.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #228,8,2019-06-24 Regular,2019-06-24,Quinton Zondervan,,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9668&CssClass=,City Council support of H.3800 and S.2004 regarding Property Assessed Clean Energy.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #229,9,2019-06-24 Regular,2019-06-24,Quinton Zondervan,"Sumbul Siddiqui,Jan Devereux,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9669&CssClass=,That the City Manager is requested to direct the appropriate departments to make publicly available any existing data on Cambridge’s total greenhouse gas emissions between 2012 and 2018.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #230,10,2019-06-24 Regular,2019-06-24,Quinton Zondervan,"Craig A. Kelley,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9670&CssClass=,That the City Manager is requested to explain how Newport Construction was selected to work on the Inman Square redesign despite the serious allegations pending against them in Somerville.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #231,11,2019-06-24 Regular,2019-06-24,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9673&CssClass=,That the City Council joins the Mayor’s letter to HUD Secretary Benjamin Carson communicating opposition to proposed changes to Housing and Community Development Act of 1980.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #232,12,2019-06-24 Regular,2019-06-24,Sumbul Siddiqui,"Marc C. McGovern,E. Denise Simmons,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9674&CssClass=,"That the City Manager is requested to confer with the Department of Finance and Department of Human Services to explore options for incorporating additional line items in the FY20 Budget to allocate supplemental funds for legal aid services, housing stabilization and tenant education and organizing to prevent displacement and address its ramifications on Cambridge residents and families.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #233,13,2019-06-24 Regular,2019-06-24,E. Denise Simmons,"Sumbul Siddiqui,Marc C. McGovern,Alanna Mallon,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9681&CssClass=,"That the City Council go on record strongly urging BioGen to reconsider the reduction of its janitorial staff, to allow all 45 janitors to maintain their current employment at the company, and to resist the temptation to reduce its expenditures by cutting its lowest-paid and most vulnerable employees.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #235,1,2019-07-30 Special,2019-07-30,E. Denise Simmons,Quinton Zondervan,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9734&CssClass=,That the City Manager is requested to direct the Department of Public Works to pay additional attention to the cleaning and maintenance of Greene-Rose Heritage Park for the balance of the summer season and going forward.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #236,2,2019-07-30 Special,2019-07-30,Jan Devereux,Quinton Zondervan,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9741&CssClass=,City Council support of H.2875 bill extending the electric vehicle consumer rebate program.,BY AFFIRMATIVE VOTE OF EIGHT MEMBERS. COUNCILLOR KELLY RECORDED IN THE NEGATIVE
POR 2019 #237,3,2019-07-30 Special,2019-07-30,Jan Devereux,"Quinton Zondervan,Sumbul Siddiqui",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9758&CssClass=,"That the City Manager is requested to work with the Department of Public Works, the Water Department and members of the Pod Patrol to reach out to Somerville and local organizations, including the Cambridge Plant and Garden Club, the Cambridge Committee on Public Planting, and Green Cambridge, to coordinate with Somerville’s efforts in initiating more robust and regional public outreach on the dangers of black swallow-wort.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #238,4,2019-07-30 Special,2019-07-30,Jan Devereux,"Dennis J. Carlone,Craig A. Kelley",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9759&CssClass=,"That the City Manager is requested to facilitate a meeting that includes representatives from the Department of Conservation and Recreation, Harvard University, The Charles Hotel, the Harvard Square Business Association and the Harvard Square Neighborhood Association, and the Residences at Charles Square Condominium Association (975 Memorial Drive) to discuss how to work together on a plan to restore the fountain dedicated to President John F. Kennedy.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #239,5,2019-07-30 Special,2019-07-30,Jan Devereux,"Marc C. McGovern,Craig A. Kelley",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9760&CssClass=,"That the City Manager is requested to direct the Department of Public Works (DPW) to provide a report on how DPW prioritizes streets that need repaving but are not in the five-year street and sidewalk reconstruction plan, a report on how streets are selected for interim paving improvements to address bicycle travel conditions, and a list of streets that received paving improvements as a result of this allocation during the past five years, as well as a list of streets that will be prioritized as part of PB 5 “Smoother Cycling.”",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #240,6,2019-07-30 Special,2019-07-30,Jan Devereux,"Craig A. Kelley,Quinton Zondervan,Sumbul Siddiqui",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9762&CssClass=,City Council opposition to any proposal that would increase allowable semi-truck weight or trailer length without the ability to regulate such at the municipal level.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #241,7,2019-07-30 Special,2019-07-30,Craig A. Kelley,"Jan Devereux,Sumbul Siddiqui,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9769&CssClass=,"That the Government Operations/Rules and Claims Committee be and hereby is requested to coordinate with relevant representatives from the Attorney General’s office and the City Manager’s office to hold a meeting, to include City staff, to review Open Meeting Law requirements for elected and appointed City officials.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #242,8,2019-07-30 Special,2019-07-30,Jan Devereux,Quinton Zondervan,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9780&CssClass=,"That the City Manager is requested to work with the Police Department and other appropriate departments to determine whether idling vehicles may be added as a complaint category in SeeClickFix, or whether a non-emergency text hotline could be set up to transmit photographic or video evidence of truck idling and blocked bike lanes to the Police Department or other department that can enforce the idling laws",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #243,9,2019-07-30 Special,2019-07-30,Craig A. Kelley,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9783&CssClass=,That the City Manager is requested to confer with the appropriate City staff to provide the supporting documentation as it relates to the claim of a decrease in cyclists’ running red lights.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #244,10,2019-07-30 Special,2019-07-30,Timothy J. Toomey,Craig A. Kelley,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9786&CssClass=,That the City Manager is requested to work with relevant City departments to post the information from the Cambridge Public Health Department about safe needle disposal in city parks and public buildings and to direct the Police Commissioner to establish stricter enforcement of city park hours and direct the Commissioner of Public Works Department to increase the level of hand-sweepers cleaning the city parks and to share what safety precautions the workers are using.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #245,11,2019-07-30 Special,2019-07-30,Craig A. Kelley,Jan Devereux,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9793&CssClass=,That the Government Operations/Rules and Claims Committee is requested to coordinate with relevant staff to hold a meeting to discuss the feasibility of adding a private attorney budget item to the City Council budget.,BY AFFIRMATIVE VOTE OF EIGHT MEMBERS. COUNCILLOR TOOMEY RECORDED IN THE NEGATIVE
POR 2019 #246,12,2019-07-30 Special,2019-07-30,Sumbul Siddiqui,"Jan Devereux,Craig A. Kelley,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9797&CssClass=,That the City Manager is requested to direct the Department of Public Works to take measures to landscape and clean up the Rindge Avenue and Alewife Brook Parkway area.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #247,13,2019-07-30 Special,2019-07-30,Sumbul Siddiqui,"Marc C. McGovern,E. Denise Simmons,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9798&CssClass=,That the City Manager is requested to confer with the Department of Human Services on the matter of increasing the amount of funding assistance provided to the Multi-Service Center by the City of Cambridge.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #248,14,2019-07-30 Special,2019-07-30,Craig A. Kelley,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9820&CssClass=,"That the City Manager is requested to confer with the appropriate City staff on removing the noncompliant Ant Bikes from City property, after providing a warning to the operator.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #249,15,2019-07-30 Special,2019-07-30,Craig A. Kelley,"Timothy J. Toomey,E. Denise Simmons",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9823&CssClass=,That the Public Safety Committee hold a meeting to discuss safety plans associated with the Inman Square redesign to help ensure that the Inman Square area is as safe as possible both during construction activity and after work hours.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #250,16,2019-07-30 Special,2019-07-30,Craig A. Kelley,"Quinton Zondervan,Jan Devereux",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9826&CssClass=,"That the Neighborhood and Long Term Planning Committee is requested to hold a hearing to review City policy on sidewalk surface treatments, with the goal of clearly establishing that where sidewalks are or traditionally were made of brick, the sidewalks should remain or become brick, when feasible after sidewalk work.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #251,17,2019-07-30 Special,2019-07-30,Craig A. Kelley,"Quinton Zondervan,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9829&CssClass=,That the proposed zoning amendments to Articles 2.00 and 4.32 of the Cambridge Zoning Ordinance to permit Shared Mobility be referred to the Ordinance Committee for further review.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #252,18,2019-07-30 Special,2019-07-30,Craig A. Kelley,"Alanna Mallon,E. Denise Simmons,Jan Devereux",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9831&CssClass=,That the Public Safety Committee is requested to hold a meeting with relevant City and School staff to determine how Cambridge informs minors of their rights and obligations under the law and to determine what types of teaching tools might best be used to expand this important knowledge.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #253,19,2019-07-30 Special,2019-07-30,Craig A. Kelley,"Marc C. McGovern,Sumbul Siddiqui,E. Denise Simmons",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9833&CssClass=,That the City Manager is requested to confer with the appropriate City staff on the feasibility of implementing an additional regulatory requirement for listing a registration/license number for Short-Term Rentals.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #254,20,2019-07-30 Special,2019-07-30,Timothy J. Toomey,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9845&CssClass=,That the Executive Assistant to the City Council confer with the Dedication Committee to consider the request from Councillor Toomey for a suitable dedication in the vicinity of May Street and Lawn Court in honor of World War II Veteran John Daniliuk.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #255,21,2019-07-30 Special,2019-07-30,Marc C. McGovern,"Craig A. Kelley,Sumbul Siddiqui",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9847&CssClass=,That the Amendment to Chapter 2.128 Surveillance Ordinance Technology be forwarded to the Public Safety Committee for a hearing.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #256,22,2019-07-30 Special,2019-07-30,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9856&CssClass=,Dedicating the Family and Social Justice Section in the Cambridge Police Department in Honor of Robert C. Haas.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #257,23,2019-07-30 Special,2019-07-30,Alanna Mallon,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9857&CssClass=,That the City Manager is requested to work with the Community Development Department to collect data on how many households have taken advantage of Cambridge Energy Alliance services.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #258,24,2019-07-30 Special,2019-07-30,Jan Devereux,"Quinton Zondervan,Craig A. Kelley,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9868&CssClass=,That the City Manager is requested to schedule community meetings with Cambridge residents to discuss design options and strategies to guide the City’s work with DCR on the Memorial Drive Phase III project.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #259,25,2019-07-30 Special,2019-07-30,Quinton Zondervan,,Quinton Zondervan,,Failed,1 to 7,no,no,absent,no,no,no,no,yes,no,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9869&CssClass=,"That the City Manager is requested to instruct the License Commission and City Solicitor’s office to drop all charges against UpperWest and its owners, to reconsider UpperWest’s package store application, and to issue a public apology to UpperWest and its owners.",EXERCISED BY COUNCILLOR ZONDERVAN
POR 2019 #262,26,2019-07-30 Special,2019-07-30,Jan Devereux,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9907&CssClass=,That the City Manager be and hereby is requested to instruct the Community Development Department to revise the language in the New Street Overlay petition and to include in the revision the following changes,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #263,27,2019-07-30 Special,2019-07-30,Dennis J. Carlone,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9908&CssClass=,That the City Manager be and hereby is requested to instruct the City Solicitor to provide a legal opinion to the City Council about the legality of providing funding to non-profits related to the cannabis establishments and how this funding can be used for economic empowerment entrepreneurs.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #264,28,2019-07-30 Special,2019-07-30,Alanna Mallon,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9909&CssClass=,That the City Manager be and hereby is requested to instruct the City Solicitor to provide information on whether a provision could be included in the community host agreement about requiring RMD to provide medical after converting to adult use and information about whether the disclosure of beneficial interest in an applicant’s business needs to be finalized by the summer meeting.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #265,29,2019-07-30 Special,2019-07-30,Quinton Zondervan,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9910&CssClass=,Proposed amendments regarding cannabis license,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #266,30,2019-07-30 Special,2019-07-30,Quinton Zondervan,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9911&CssClass=,That the Mayor be and hereby is requested to instruct the City Solicitor to provide the City Council with a legal opinion regarding the uniformity clause in Chapter 40A on the issue of the different requirements for affordable housing and market rate housing as it pertains to the AHOD.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #267,31,2019-07-30 Special,2019-07-30,E. Denise Simmons,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9912&CssClass=,That the City Manager be and hereby is requested to direct the appropriate City staff to provide to the City Council a timeline and expected scope of work by the outside consultant that shall be hired to conduct an audit on the City’s workforce.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #260,32,2019-07-30 Special,2019-07-30,Marc C. McGovern,Timothy J. Toomey,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9889&CssClass=,That the Executive Assistant to the City Council confer with the Dedication Committee to consider the request from the Richard's family for a bench dedication in the vicinity of the Cambridge Public Library and CRLS in honor of Bob Richard.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #261,33,2019-07-30 Special,2019-07-30,Jan Devereux,Dennis J. Carlone,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9898&CssClass=,"That the City Manager is requested to direct the Traffic, Parking and Transportation Department and the Department of Public Works to study the cost and feasibility of installing a full traffic signal or a pedestrian-activated HAWK signal at the intersection of Garfield Street and Massachusetts Avenue,",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #272,34,2019-07-30 Special,2019-07-30,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9915&CssClass=,"A revocation of Bond #106832755 was received from Coffee Bagel Brands, in the amount of 3000.00 for awnings at the premises numbered 1876 Massachusetts Avenue. Approval has been received from Inspectional Services, Awnings have been removed.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #268,35,2019-07-30 Special,2019-07-30,Dennis J. Carlone,Quinton Zondervan,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9903&CssClass=,"That the attached zoning petition be refiled as of August 15, 2019 and be referred to the Planning Board and Ordinance Committee for hearing and report.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
