Unique Identifier,Department,Category,Policy Order,Link,Description
AR-19-107,City Manager's Office,Awaiting Report,POR 2019 #278,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10292&CssClass=,Report on providing an update on the Danehy Park homicide investigation and the status of overall park safety efforts including the lighting of pathways within the park.
AR-19-108,City Manager's Office,Awaiting Report,POR 2019 #279,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10294&CssClass=,"Report on efforts to keep bus stops appropriately accessible for buses, to include relevant pavement markings and enforcement activity."
AR-19-109,City Manager's Office,Awaiting Report,POR 2019 #281,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10296&CssClass=,"Report on reviewing speeds on Raymond Street, have Raymond Street and adjacent streets posted at 20 MPH as soon as possible and provide a schedule of 20 MPH sign installations citywide."
AR-19-110,City Manager's Office,Awaiting Report,POR 2019 #283,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10297&CssClass=,Report on installing additional safety measures at the intersection of Fayette and Cambridge Streets to decrease conflict between pedestrians and vehicles as they are turning.
AR-19-111,City Manager's Office,Awaiting Report,POR 2019 #284,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10298&CssClass=,Report on adding links on the Inspectional Services Department website for archived and pending permit records on the appropriate platform.
AR-19-112,City Manager's Office,Awaiting Report,POR 2019 #285,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10299&CssClass=,Report on the feasibility of allowing taxicabs to use dedicated bus lanes throughout the City while executing service for fare-paying passengers.
AR-19-113,City Manager's Office,Awaiting Report,POR 2019 #288,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10302&CssClass=,"Report on determining whether Boston's Airbnb registration requirements, to include public display of the unit's registration number on the rental platform, could be utilized to maximize compliance and enforcement efforts in Cambridge."
AR-19-114,City Manager's Office,Awaiting Report,POR 2019 #291,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10303&CssClass=,Report on the cost implications and the definition of net zero ready buildings as it relates to the AHOD ordinance.
AR-19-115,City Manager's Office,Awaiting Report,POR 2019 #291,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10305&CssClass=,Report on contacting DCAM to test and to provide definitive answers re: Sullivan Courthouse
AR-19-82,City Manager's Office,Awaiting Report,POR 2019 #221,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=9686&CssClass=,Report on  identifying whether a Bluebikes station may be located in the proximity of Rafferty Park or elsewhere in the general vicinity.
AR-19-116,City Manager's Office,Awaiting Report,POR 2019 #295,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10388&CssClass=,"Report on the status of the truck safety ordinance, and if it will be in front of the City Council before the end of this term."
AR-19-117,City Manager's Office,Awaiting Report,POR 2019 #297,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10389&CssClass=,"Report on the data from the Summer 2019 meals program, including participation rates and number of meals served."
AR-19-118,City Manager's Office,Awaiting Report,POR 2019 #302,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10390&CssClass=,"Report on establishing a series of forums designed to inform Cambridge seniors about the recent wave of financial scams that they must be mindful of, with information as to how they can best protect themselves."
AR-19-119,City Manager's Office,Awaiting Report,POR 2019 #303,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10391&CssClass=,Report on creating a new water feature in one of Cambridge’s parks for the summer of 2021 and to construct said water feature in a way that conserves water as much as possible and is minimally impactful to the environment.
AR-19-120,City Manager's Office,Awaiting Report,POR 2019 #304,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10392&CssClass=,Report on directing enforcement resources towards Bishop Allen Drive and other corridors with lots of vehicular idling and work with rideshare companies to ask them to develop technologies solutions to help alert drivers to the fact that they are illegally idling.
AR-19-121,City Manager's Office,Awaiting Report,POR 2019 #306,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10393&CssClass=,Report on identifying and plan suitable performances and events for the Harvard Square Kiosk space.
AR-19-122,City Manager's Office,Awaiting Report,POR 2019 #270,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10394&CssClass=,"Report on obtaining a legal opinion regarding the License Commission's authority with regard to the issuance, denial, suspension or revocation of liquor licenses."
AR-19-123,City Manager's Office,Awaiting Report,POR 2019 #321,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10566&CssClass=,Report on the feasibility of closing some portion of Harvard Square to vehicular traffic on a select number of days during the summer of 2020 to have open market-style events.
AR-19-124,City Manager's Office,Awaiting Report,POR 2019 #323,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10567&CssClass=,Report on the legal authority of the City to ban the use of natural gas in newly constructed buildings.
AR-19-125,City Manager's Office,Awaiting Report,POR 2019 #326,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10568&CssClass=,Report on the number of free MBTA passes issued to CRLS students in FY20 and to consider expanding the program to include qualifying Cambridge residents of high school age.
AR-19-126,City Manager's Office,Awaiting Report,POR 2019 #327,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10569&CssClass=,Report on reviewing the language for Fuel pump warning labels.
AR-19-127,City Manager's Office,Awaiting Report,POR 2019 #328,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10570&CssClass=,"Report on instituting regularly scheduled public conversations between Public Utilities' representatives from Eversource, the Water Dept. Comcast, Verizon and any other appropriate entities to keep the City and public informed."
AR-19-128,City Manager's Office,Awaiting Report,POR 2019 #331,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10571&CssClass=,Report on allocating more funds in the FY21 budget to Inspectional Services and on the feasibility of providing monetary compensation to homeowners who have had to self-finance traps and what funds could be allocated in the future to help homeowners buy traps.
AR-19-129,City Manager's Office,Awaiting Report,POR 2019 #333,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10572&CssClass=,Report on considering directing a portion of future PILOT funds into the Affordable Housing Trust starting in FY21.
AR-19-130,City Manager's Office,Awaiting Report,POR 2019 #334,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10573&CssClass=,Report on requesting to allocate more funds in the FY21 budget for the small business improvement grants and to confer with the Massachusetts Attorney General’s office on whether other cities in Massachusetts have been facing similar issues with ADA compliance and what can be done to protect the small businesses.
AR-19-131,City Manager's Office,Awaiting Report,POR 2019 #336,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10574&CssClass=,Report on Creating a Director of Arts and Culture Position.
AR-19-132,City Manager's Office,Awaiting Report,POR 2019 #338,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10575&CssClass=,Report on planting new trees in Magazine Beach Park in the Spring of 2020 with a special focus on the eastern end of the park and the grove area.
AR-19-133,City Manager's Office,Awaiting Report,POR 2019 #339,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10576&CssClass=,Report on the proposed amendments regarding the prohibition of Natural Gas Infrastructure in New Buildings.
AR-19-134,City Manager's Office,Awaiting Report,POR 2019 #340,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10577&CssClass=,"Report on increasing funding to the City’s HomeBridge program so that access to homeownership may be made available to a wider range of incomes, as the program intends."
AR-19-135,City Manager's Office,Awaiting Report,POR 2019 #320,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10578&CssClass=,Report on providing information confirming that the temporary location of the Taylor Square Fire Station to the Alewife area continues to provide uninterrupted service to residents in the Taylor Square Fire Station area.
AR-19-136,City Manager's Office,Awaiting Report,POR 2019 #310,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10579&CssClass=,Report on identifying a suitable location on the City website to house information regarding the Municipal Code and to track non-zoning legislation and amendments.
AR-19-137,City Manager's Office,Awaiting Report,POR 2019 #311,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10580&CssClass=,Report on determining if ISD can be given the authority to issue citations for smoking in non-smoking buildings and to report back to the City Council.
AR-19-138,City Manager's Office,Awaiting Report,POR 2019 #312,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10581&CssClass=,Report on addressing the previously requested investigation of the possibility of entering into an agreement with TransCanada to obtain up to 100% renewable power for all municipal electricity needs.
AR-19-139,City Manager's Office,Awaiting Report,POR 2019 #313,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10582&CssClass=,Report on determining whether it would be possible to allow a permitted area for serving alcoholic beverages on Danehy Park property during special community-wide events.
AR-19-140,City Manager's Office,Awaiting Report,POR 2019 #314,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10583&CssClass=,Report on ensuring that the redesign of the Harvard Square plaza and its coming renovation be used as an opportunity to further improve the safety of all crossings in the surrounding area.
AR-19-141,City Manager's Office,Awaiting Report,POR 2019 #316,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2520&MediaPosition=&ID=10584&CssClass=,Report on looking into the idea of hiring a social worker in the FY2021 budget for the Central Square Library branch.
AR-19-142,City Manager's Office,Awaiting Report,POR 2019 #342,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2521&MediaPosition=&ID=10687&CssClass=,Report on determining the feasibility of expediting the Demolition and Rebuilding permitting process in the event of a natural disaster.
AR-19-143,City Manager's Office,Awaiting Report,POR 2019 #343,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2521&MediaPosition=&ID=10689&CssClass=,Report on the feasibility of piloting a program of assigning additional security officers to work collaboratively with and exclusively within Cambridge Housing Authority premises in and near Central Square and the Port.
AR-19-144,City Manager's Office,Awaiting Report,POR 2019 #345,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2521&MediaPosition=&ID=10690&CssClass=,Report on determining the feasibility of instituting and funding a Fire Cadet Program.
AR-19-145,City Manager's Office,Awaiting Report,POR 2019 #348,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2521&MediaPosition=&ID=10692&CssClass=,"Report on reviewing all the City’s policies and procedures related to the procurement, installation and disposal of artificial turf."
AR-19-146,City Manager's Office,Awaiting Report,POR 2019 #353,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2522&MediaPosition=&ID=10736&CssClass=,"Report on reviewing the existing internal mechanisms for City staffers in all departments to report grievances, to determine if this system is functioning as it should or whether changes should be considered."
AR-19-147,City Manager's Office,Awaiting Report,POR 2019 #354,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2522&MediaPosition=&ID=10737&CssClass=,"Report on installing hearing loop technology inside the Sullivan Chamber as part of the upcoming renovations to City Hall, and in other critical City meeting venues wherever possible and other accessibility improvements."
AR-19-148,City Manager's Office,Awaiting Report,POR 2019 #356,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2522&MediaPosition=&ID=10739&CssClass=,Report on the feasibility of re-instituting a stop light or other major traffic-calming safety measures at the Raymond Street and Walden Street pedestrian crossing.
AR-19-149,City Manager's Office,Awaiting Report,POR 2019 #357,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2522&MediaPosition=&ID=10740&CssClass=,Report on the feasibility of installing a “Do Not Enter Except Local Residents” or similar sign on Mead Street at Walden Street.
AR-19-150,City Manager's Office,Awaiting Report,POR 2019 #358,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2522&MediaPosition=&ID=10741&CssClass=,Report on determining Cambridge’s threat level from hate crimes and other related events.
AR-19-151,City Manager's Office,Awaiting Report,POR 2019 #360,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2522&MediaPosition=&ID=10742&CssClass=,Report on the  feasibility of making Porter Square and Massachusetts Avenue between Roseland Street and Beech Street a quick-build Complete Street with bus priority.
AR-19-152,City Manager's Office,Awaiting Report,POR 2019 #364,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2523&MediaPosition=&ID=10804&CssClass=,Report on identifying a source of funding and a timetable for the design and construction of a modern roundabout at the Brattle-Sparks-Craigie intersection.
AR-19-153,City Manager's Office,Awaiting Report,POR 2019 #365,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2523&MediaPosition=&ID=10805&CssClass=,Report on plans designed to mitigate the impact of the closing of Windsor House upon Cambridge seniors.
AR-19-154,City Manager's Office,Awaiting Report,POR 2019 #367,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2523&MediaPosition=&ID=10806&CssClass=,Report on the possibility of providing child care for those interested in becoming temporary census takers.
AR-19-155,City Manager's Office,Awaiting Report,POR 2019 #346,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2524&MediaPosition=&ID=10858&CssClass=,Report on changing the surface of the Tudor Street Dog Park to eliminate hazards created by ingestion of small stones from the surface of the park.
AR-19-156,City Manager's Office,Awaiting Report,POR 2019 #370,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2524&MediaPosition=&ID=10876&CssClass=,"Report on fully restoring sharrows to Broadway, alongside the new door-zone bike lane, as a reminder to motorists that cyclists are always allowed to take the full lane."
AR-19-157,City Manager's Office,Awaiting Report,POR 2019 #374,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10918&CssClass=,Report on providing an update of when the public Police Dashboard will be fully operational.
AR-19-158,City Manager's Office,Awaiting Report,POR 2019 #376,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10920&CssClass=,Report on allocating the necessary funds to maintain the existing staffing levels and operating hours at the O’Connell Branch Library.
AR-19-159,City Manager's Office,Awaiting Report,POR 2019 #377,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2525&MediaPosition=&ID=10921&CssClass=,Report on ways to review safety and devise any safety interventions at the corner of Saville Street and Walden Street
