Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2019 #182,2019-06-24 Regular,2019-06-24,4,Awaiting Report Response,,POR 2019 #161,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9655&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-54, regarding how a cloud-based data management system for DHSP’s Children and Youth Programs will clearly protect all aspects of participant privacy and access security."
CMA 2019 #183,2019-06-24 Regular,2019-06-24,5,Awaiting Report Response,,POR 2019 #26,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9629&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-11, regarding the feasibility of eliminating the use of plastic water bottles at City and School events."
CMA 2019 #184,2019-06-24 Regular,2019-06-24,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9612&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the State’s Municipal Vulnerability Preparedness (MVP) Regional Action Grant program in the amount of $350,000 to the Public Investment Fund Public Works Extraordinary Expenditures account The grant was submitted by Cambridge on behalf of the Resilient Mystic Collaborative (RMC), which is a 14-member municipal partnership working on watershed-scale climate resiliency in the Mystic Watershed and will allow the Collaborative to identify and pursue site-specific green infrastructure opportunities in the individual communities for regional stormwater management and evaluate additional flood management strategies to mitigate precipitation flooding from the 10-year storm event in 2070."
CMA 2019 #185,2019-06-24 Regular,2019-06-24,7,Awaiting Report Response,,POR 2019 #183,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9611&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-65, regarding a report on the availability of menstrual products in all restrooms."
CMA 2019 #186,2019-06-24 Regular,2019-06-24,8,Awaiting Report Response,,POR 2019 #216,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9623&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-79, regarding rubbish handling at Comeau Field and McCrehan Memorial Swimming pool."
CMA 2019 #187,2019-06-24 Regular,2019-06-24,9,Awaiting Report Response,,POR 2019 #44,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9625&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-16, regarding a report on the Super Sunday road race and whether proper procedures were followed in issuing permits and notifying neighbors."
CMA 2019 #188,2019-06-24 Regular,2019-06-24,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9613&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  $150,000  from excess FY19 parking fund revenue to the Public Investment Traffic and Parking Department Extraordinary Expenditures account, to establish 20 Mile Per Hour (MPH) Safety Zones on primarily local access streets across the City."
CMA 2019 #189,2019-06-24 Regular,2019-06-24,11,Transmitting Communication,,,,Referred to the Petition,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9607&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a recommendation from the Planning Board not to adopt the New Street Overlay District Zoning Petition."
CMA 2019 #190,2019-06-24 Regular,2019-06-24,12,Awaiting Report Response,,POR 2019 #13,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9624&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-18, regarding a report on regular project updates from the GSA and MITIMCO on the new Volpe Center."
CMA 2019 #191,2019-06-24 Regular,2019-06-24,13,Awaiting Report Response,,POR 2019 #170,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9606&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-57, regarding Charlie Card availability at public buildings."
CMA 2019 #192,2019-06-24 Regular,2019-06-24,14,Awaiting Report Response,,POR 2018 #296,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9605&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-130 regarding working with the Chair of the Civic Unity Committee, the Director of the Cambridge Library, the Director of 22-CityView, the Director of the Women’s Commission, and any other appropriate City personnel to begin planning for a public discussion in recognition of 100 Years of Women’s Suffrage."
CMA 2019 #193,2019-07-30 Special,2019-07-30,1,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9749&CssClass=,9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to  a request for approval of an application for a Jitney License to USA Guided Tours Boston, LLC."
CMA 2019 #194,2019-07-30 Special,2019-07-30,2,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9754&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the reappointments and appointment of a new member of the Cambridge Health Alliance Board of Trustees:"
CMA 2019 #195,2019-07-30 Special,2019-07-30,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9787&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a Public Safety Answering Point (PSAP) Leadership Scholarship Program Grant funded from the State 911 Department in the amount of $10,000 to the Grant Fund Emergency Communications Salaries and Wages account ($3,790) and to the Grant Fund Emergency Communications Travel and Training account ($6,210) which will be used to cover personnel costs, training fees, and travel costs for the employee who receives the scholarship to attend a designated Leadership Certification Program."
CMA 2019 #196,2019-07-30 Special,2019-07-30,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9738&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of an FY20 State 911 Department Support and Incentive Grant in the amount of $376,330 to the Grant Fund Emergency Communications Salaries and Wages account ($287,407), and to the Other Ordinary Maintenance account ($88,923) which will support the costs of Emergency Communications Center personnel salaries and overtime and annual maintenance costs of dispatch-related software."
CMA 2019 #197,2019-07-30 Special,2019-07-30,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9736&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of an FY20 State 911 Department Emergency Medical Dispatch (EMD) Grant in the amount of $23,747 to the Grant Fund Emergency Communications Other Ordinary Maintenance Account which will be used to support administering quality assurance for the emergency medical protocol used by staff to provide pre and post-dispatch instructions for medical emergencies."
CMA 2019 #198,2019-07-30 Special,2019-07-30,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9737&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of an FY20 State 911 Department Training grant in the amount of $143,764 to the Grant Fund Emergency Communications Salary and Wages account ($99,929), Other Ordinary Maintenance account ($1,437), and Travel and Training account ($42,398) which will support training of Emergency Communications Center personnel, classroom fees, and training materials."
CMA 2019 #199,2019-07-30 Special,2019-07-30,7,Awaiting Report Response,,POR 2019 #194,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9772&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-72, regarding a report on the condition of the Sullivan Courthouse."
CMA 2019 #200,2019-07-30 Special,2019-07-30,8,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9763&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of supplemental appropriation of a grant from the Massachusetts Executive Office of Public Safety and Security's (EOPSS) Traffic Enforcement Grant Program in the amount of $9,800 to the Grant Fund Police Department Extraordinary Expenditures account which will be used to purchase lidar equipment to continue the Department’s traffic enforcement and public safety efforts."
CMA 2019 #201,2019-07-30 Special,2019-07-30,9,Awaiting Report Response,,POR 2019 #160,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9750&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-53, regarding a report on how media collected by handheld photo/video devices is used, stored, and shared."
CMA 2019 #202,2019-07-30 Special,2019-07-30,10,Awaiting Report Response,,POR 2019 #174,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9740&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-60, regarding a report on adding a cybercrime assessment section to the list of monthly BridgeStat reports."
CMA 2019 #203,2019-07-30 Special,2019-07-30,11,Awaiting Report Response,,POR 2019 #101,Alanna Mallon,Charter Right,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9764&CssClass=,EXERCISED BY COUNCILLOR MALLON,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-39, regarding the creation of an arts friendly page highlighting the key licenses and permits available to support artists, arts organization, and creative enterprises in developing and producing their work for the benefit of local and regional audiences."
CMA 2019 #204,2019-07-30 Special,2019-07-30,12,Awaiting Report Response,,POR 2019 #35,Alanna Mallon,Charter Right,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9767&CssClass=,EXERCISED BY COUNCILLOR MALLON,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-14, regarding a survey of local arts organizations and private foundations that may support their work."
CMA 2019 #205,2019-07-30 Special,2019-07-30,13,Awaiting Report Response,,POR 2018 #192,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9755&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-83, regarding summertime programming to help reduce the threat of violence."
CMA 2019 #206,2019-07-30 Special,2019-07-30,14,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9747&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  the Massachusetts Department of Education, Adult and Community Learning Services ESOL Grant in the amount of $88,766.00 to the Grant Fund Human Service Programs Salary and Wages account ($81,683.00), to the Other Ordinary Maintenance account ($6,683.00), and to the Travel and Training account ($400.00) which will support core ESOL services provided by the Community Learning Center."
CMA 2019 #207,2019-07-30 Special,2019-07-30,15,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9742&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the Massachusetts Department of Elementary and Secondary Education, Adult and Community Learning Services, in the amount of $837,930.00 to the Grant Fund Human Service Programs Salary and Wages account ($777,243.00), to the Other Ordinary Maintenance account ($60,357.00), and to the Travel and Training account ($330.00)  to funding the Community Learning Center’s primary ESOL and ABE teaching, advising (education, career, out-stationed), and assessment, the grant provides for coordination of services to students with documented disabilities, math and English Language Arts (ELA) curriculum development and coordination, ESOL curriculum development, technology coordination, volunteer coordination, outreach activities and child care services to the ESOL family literacy class at the Peabody School. It also includes administrative costs for data entry, reception, clerical work, and fiscal tracking and will also supports the second CAN training program for FY20, which provides an integrated education and training program for immigrant adults in the Metro North area who are interested in becoming certified nursing assistants and home health aides (CAN/HHA)."
CMA 2019 #208,2019-07-30 Special,2019-07-30,16,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9743&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Adult and Community Learning Services grant received from the Massachusetts Department of Elementary and Secondary Education (DESE) in the amount of $130,000.00 to the Grant Fund Human Service Programs Salary and Wages account ($125,959.00), and to the Other Ordinary Maintenance account ($4,041.00) which will be used for ESOL services."
CMA 2019 #209,2019-07-30 Special,2019-07-30,17,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9746&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Emergency Solutions Grant (ESG) from the Massachusetts Department of Housing and Community Development (DHCD) in the amount of $116,748.00 to the Grant Fund Human Services Salary and Wages account ($3,948.00) and to the Grant Fund Human Services Other Ordinary Maintenance account ($112,800.00) which will support the Support for Tenants at Risk (STAR) homelessness prevention program based at the Multi-Service Center and to contract with Eliot Community Services for a clinician who will be based at Cambridge District Court and/or the Eastern Housing court, a legal service provider (Greater Boston Legal Services) who will provide legal advice to tenants at risk of homelessness, and to provide rental and/or financial assistance to prevent homelessness."
CMA 2019 #210,2019-07-30 Special,2019-07-30,18,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9748&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Universal Pre-Kindergarten (UPK) grant for the King Open Preschool, the Martin Luther King Jr. Preschool and the Kennedy/Longfellow Preschool, received from the Massachusetts Department of Early Education and Care, in the amount of $78,209.00, to the Grant Fund Human Service Programs Salaries and Wages account ($6,761.00) and to the Grant Fund Human Services Other Ordinary Maintenance account ($71,448.00) which will be used to support and enhance the quality of education for preschool children in UPK  classrooms through professional development, curriculum enrichment, and parent involvement."
CMA 2019 #211,2019-07-30 Special,2019-07-30,19,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9745&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a Department of Elementary and Secondary Education (DESE) grant in the amount of $58,995.00 to the Grant Fund Human Service Programs Salary and Wages account ($32,387.00) and to the Grant Fund Human Service Programs Other Ordinary Maintenance account ($26,608.00) which will provide an integrated education and training program for immigrant adults in the Metro North area who are interested in becoming certified nursing assistants and home health aides (CNA/HHA)."
CMA 2019 #212,2019-07-30 Special,2019-07-30,20,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9744&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a Department of Elementary and Secondary Education (DESE) grant in the amount of $79,992.00 to the Grant Fund Human Service Programs Salary and Wages account ($47,084.00), and to the Programs Other Ordinary Maintenance account ($32,908.00) which will be used to provide an integrated education and training program to adults in the Metro North area who want to start a career in the Information Technology field and work as Computer User Support Specialists, Help Desk Technicians, etc."
CMA 2019 #213,2019-07-30 Special,2019-07-30,21,Awaiting Report Response,,POR 2019 #230,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9757&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-80, regarding constructions costs for Inman Square and Awaiting Report Item Number 19-87, regarding the contractor for Inman Square."
CMA 2019 #214,2019-07-30 Special,2019-07-30,22,Awaiting Report Response,,POR 2019 #210,,Referred to Committee,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9766&CssClass=,TO TRANSPORTATION AND PUBLIC RULES UTILITIES ON MOTION OF VICE MAYOR DEVEREUX. ,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Numbers 19-13, 19-71 and 19-78, regarding Eversource substation expansion, energy projections and overall update on process."
CMA 2019 #215,2019-07-30 Special,2019-07-30,23,Awaiting Report Response,,POR 2019 #173,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9789&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-59, regarding exploring a pilot for Level 1 (110V) EV and micromobility charging stations on street light poles throughout the city."
CMA 2019 #216,2019-07-30 Special,2019-07-30,24,Awaiting Report Response,,POR 2019 #16,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9784&CssClass=,9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-07, regarding a report on Boston's electric vehicle charging station home rule petition and propose similar language for City Council consideration."
CMA 2019 #217,2019-07-30 Special,2019-07-30,25,Awaiting Report Response,,POR 2018 #319,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9782&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-141, regarding a report on safe way to bring power to the curb and across sidewalks to power electric vehicles."
CMA 2019 #218,2019-07-30 Special,2019-07-30,26,Awaiting Report Response,,POR 2019 #97,,Referred to Committee,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9739&CssClass=,TO TRANSPORTATION AND PUBLIC RULES UTILITIES ON MOTION OF VICE MAYOR DEVEREUX,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-36, regarding the PTDM Ordinance."
CMA 2019 #219,2019-07-30 Special,2019-07-30,27,Awaiting Report Response,,POR 2019 #221,,Referred Back,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9788&CssClass=,TO THE CITY MANAGER BY VICE MAYOR DEVEREUX,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-82, regarding the possibility of Bluebikes system expanding into the Alewife/Cambridge Highlands area."
CMA 2019 #220,2019-07-30 Special,2019-07-30,28,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9776&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $75,000 from the Mitigation Revenue Stabilization Fund (211 Concord Turnpike/Lanes & Games $25,000, and 35 CambridgePark Drive $50,000) to the Public Investment Fund Community Development Extraordinary Expenditures account which will be used for the purchase and expenses of Bluebikes bikeshare equipment."
CMA 2019 #221,2019-07-30 Special,2019-07-30,29,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9775&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $18,350 from the Bluebikes Capital Projects Equipment Fund to the Public Investment Fund Community Development Department Extraordinary Expense Account donated to the bikeshare program by Biomed Realty and will be used for the purchase and expenses of Bluebikes bikeshare equipment."
CMA 2019 #222,2019-07-30 Special,2019-07-30,30,Awaiting Report Response,,POR 2019 #148,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9785&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-51, regarding safety concerns at the intersection of Garden Street, Field Street, and Alpine Street."
CMA 2019 #223,2019-07-30 Special,2019-07-30,31,Awaiting Report Response,,POR 2019 #218,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9778&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-81, regarding the new traffic signals at the intersection of Broadway and Ellery Street."
CMA 2019 #224,2019-07-30 Special,2019-07-30,32,Awaiting Report Response,,POR 2018 #133,,Referred Back,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9779&CssClass=,TO THE CITY MANAGER BY COUNCILLOR KELLEY. ,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-60, regarding small business parking pilot."
CMA 2019 #225,2019-07-30 Special,2019-07-30,33,Awaiting Report Response,,POR 2018 #199,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2478&MediaPosition=&ID=9781&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-87, regarding editing capabilities for navigation applications."
CMA 2019 #226,2019-09-09 Regular,2019-09-09,1,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9992&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the new appointments of the following persons as a members of the Foundry Advisory Committee for a term of three years, effective August 12, 2019:  Joyce Yoke-kar Chen and Carole Sousa"
CMA 2019 #227,2019-09-09 Regular,2019-09-09,2,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9990&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the new appointments and reappointments of the following person as a member of the Cambridge Pedestrian Committee for a term of two years effective September 1, 2019:  Robin Bonner, Debby Galef, Sandy Goldberg, Benjamin Hammer, Alison Harris, Ian Henneberger, Elka Kuhlman, Madga McCormick, Pamela Mclemore, Angie Meltsner, Sean Peirce, Morgan Pinney, Helen Rose, Erica Seidel, Wade Smith, Mats Terwiesch, Erik Tillman, Theresa Tobin, Olivia Turner, Jenine Turner-Trauring, Milan Vit and Alanna Williams."
CMA 2019 #228,2019-09-09 Regular,2019-09-09,3,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9991&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the new appointments and reappointments of the following persons as a members of the Cambridge Bicycle Committee for a term of two years, effective September 1, 2019:  Joel Anders, Jonathan Anjaria, Julian Astbury, Kira Chaney, Mark Boswell, John Ellersick, Amy Flax, Ryan Frazer, Benjamin Hammer, Alison Harris, Dien Ho, Gloria Huangpu, Patrick Lynch, Qian Mei, Scott Olesen, Todd Robinson, Ruthann Rudel, Rebecca Simonson, Christina Smaglia, Alfred Gerald Steverson and Randy Stern."
CMA 2019 #229,2019-09-09 Regular,2019-09-09,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9988&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Children’s Trust Fund grant for the Center for Families program in the amount of $31,200.00 to the Department of Human Service Programs Salary and Wages account ($31,000.00) and to the Department of Human Service Programs Other Ordinary Maintenance account ($200.00) which will be used  by the Center for Families to support family programs targeting parents of children up to eight years, which include a variety of family support and parent education programs and resources."
CMA 2019 #230,2019-09-09 Regular,2019-09-09,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9989&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Family Shelter grant received from the Department of Housing and Community Development (DHCD) in the amount of $663,400.33 to the Grant Fund Human Service Programs Other Ordinary Maintenance account which will be subcontracted to the Cambridge YWCA to be used to operate its family shelter from July 1, 2019 through June 30, 2020, including the provision of case management and housing search and stabilization services for up to ten homeless families referred by the DHCD."
