Unique Identifier,Agenda Number,Meeting,Meeting Date,Category,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Link,Description,Notes
RES 2023 #147,3,05/15/23 Regular,05/15/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19418&CssClass=,"Congratulations to Paul Ferreira, President of East Cambridge Printing Company, MAPS 2023 Alvaro Lima Outstanding Business Award Recipient.",
RES 2023 #148,4,05/15/23 Regular,05/15/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19422&CssClass=,Congratulations and thanks to Whitney Mooney for her service to the Cambridge community.,
RES 2023 #149,5,05/15/23 Regular,05/15/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19452&CssClass=,Resolution on the death of John B. Donofrio Jr.,
RES 2023 #150,6,05/15/23 Regular,05/15/23,Happy Birthday Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19505&CssClass=,Happy Birthday to Artis Spears,
RES 2023 #151,7,05/15/23 Regular,05/15/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4263&MediaPosition=&ID=19507&CssClass=,Resolution on the Death of James Shearer,
RES 2023 #152,1,05/22/23 Regular,05/22/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19499&CssClass=,Resolution on the death of Arthur Samuel Jarvis.,
RES 2023 #153,2,05/22/23 Regular,05/22/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19554&CssClass=,Resolution on the death of Joseph W. Murphy,
RES 2023 #154,3,05/22/23 Regular,05/22/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19555&CssClass=,Resolution on the death of Mary M. White,
RES 2023 #155,4,05/22/23 Regular,05/22/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19556&CssClass=,Congratulations on the birth of Sabrina Reid Roberts,
RES 2023 #156,5,05/22/23 Regular,05/22/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19561&CssClass=,Congratulations to Dr. Vikas Saini,
RES 2023 #157,6,05/22/23 Regular,05/22/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19572&CssClass=,Resolution on the death of Terrance Walsh,
RES 2023 #158,7,05/22/23 Regular,05/22/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19573&CssClass=,Resolution on the death of Lisa Aideuis,
RES 2023 #159,8,05/22/23 Regular,05/22/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19575&CssClass=,Resolution on the death of Emily Ruth Tucker,
RES 2023 #160,9,05/22/23 Regular,05/22/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19578&CssClass=,Resolution on the death of Margarita Morehead,
RES 2023 #161,10,05/22/23 Regular,05/22/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4264&MediaPosition=&ID=19580&CssClass=,Resolution on the death of Mary McKearney,
RES 2023 #162,1,06/05/23 Regular,06/05/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19581&CssClass=,Resolution on the death of Laura Rauscher.,
RES 2023 #163,2,06/05/23 Regular,06/05/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19676&CssClass=,Congratulations to Maria Ricardo on her 95th Birthday.,
RES 2023 #164,3,06/05/23 Regular,06/05/23,Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19678&CssClass=,Thanks to Louis A. Elisa For speaking at Memorial Day Observance.,
RES 2023 #165,4,06/05/23 Regular,06/05/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19684&CssClass=,Thanks to Dr. Jill Kasper for her service at the Cambridge Alliance and best wishes in her future endeavors.,
RES 2023 #166,5,06/05/23 Regular,06/05/23,Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19693&CssClass=,Condolences to the Family of Mary-Catherine Deibel,
RES 2023 #167,6,06/05/23 Regular,06/05/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19726&CssClass=,Congratulations to Bishop Brian C. Greene,
RES 2023 #168,7,06/05/23 Regular,06/05/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19727&CssClass=,Congratulations to Erinn Pearson for 21 Years of Simply Erinn's,
RES 2023 #169,8,06/05/23 Regular,06/05/23,Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4265&MediaPosition=&ID=19776&CssClass=,Resolution in Honor of the Day of Portugal,
RES 2023 #170,1,06/12/23 Regular,06/12/23,Congratulations,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=18384&CssClass=,Congratulations to Miriam DaSilva on her retirement from the Cambridge Public Schools.,
RES 2023 #171,2,06/12/23 Regular,06/12/23,Congratulations,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19154&CssClass=,Congratulations to Fran Roznowski on her retirement from the Cambridge Public Schools.,
RES 2023 #172,3,06/12/23 Regular,06/12/23,Death Resolution,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19728&CssClass=,Resolution on the death of Gary Maujer Lewis.,
RES 2023 #173,4,06/12/23 Regular,06/12/23,Congratulations,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19790&CssClass=,Congratulations to Darin Cromwell on his retirement from the Cambridge Police Department.,
RES 2023 #174,5,06/12/23 Regular,06/12/23,Death Resolution,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19808&CssClass=,Resolution on the death of Mary Boudreau.,
RES 2023 #175,6,06/12/23 Regular,06/12/23,Congratulations,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19819&CssClass=,City Council thanks to Kaki Martin for her service to the City of Cambridge.,
RES 2023 #176,7,06/12/23 Regular,06/12/23,Congratulations,Adopted as Amended,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19831&CssClass=,Congratulations to Deputy Superintendent Dr. Carolyn Turk on her retirement from the Cambridge Public Schools.,
RES 2023 #177,8,06/12/23 Regular,06/12/23,Death Resolution,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4266&MediaPosition=&ID=19833&CssClass=,Resolution on the death of Maria Pacheco.,
RES 2023 #178,1,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=19791&CssClass=,Congratulations on the retirement of Myreille Daniel from the Cambridge Health Alliance.,
RES 2023 #179,2,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=19792&CssClass=,Congratulations on the retirement of Deborah Race from the Cambridge Health Alliance.,
RES 2023 #180,3,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=19794&CssClass=,Congratulations on the retirement of Aurea Siewert from the Cambridge Health Alliance.,
RES 2023 #181,4,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=19795&CssClass=,Congratulations on the retirement of Geslie Thomas from the Cambridge Health Alliance.,
RES 2023 #182,5,06/26/23 Regular,06/26/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=19834&CssClass=,Resolution on the death of Carlotta Thorne.,
RES 2023 #183,6,06/26/23 Regular,06/26/23,Resolution,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20033&CssClass=,Thanks to the Unsung Heroes of Pride Month.,
RES 2023 #184,7,06/26/23 Regular,06/26/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20036&CssClass=,Condolences to the family of Michelle L Anderson.,
RES 2023 #185,8,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20041&CssClass=,Congratulations to Mary Grassi on her retirement from the Cambridge Public Schools.,
RES 2023 #186,9,06/26/23 Regular,06/26/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20042&CssClass=,Resolution on the death of Maria Da Rosa.,
RES 2023 #187,10,06/26/23 Regular,06/26/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20043&CssClass=,Resolution on the death of Denise Gaul Greenidge.,
RES 2023 #188,11,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20044&CssClass=,Congratulations on the retirement of Jagruti Mehta from the Cambridge Health Alliance.,
RES 2023 #189,12,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20045&CssClass=,Congratulations to David J. Kale on his retirement from the City of Cambridge.,
RES 2023 #190,13,06/26/23 Regular,06/26/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20046&CssClass=,Resolution on the death of James DiVito.,
RES 2023 #191,14,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20063&CssClass=,Thanks to The Job Connector by MIT for their hard work and congratulations for their accomplishments.,
RES 2023 #192,15,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=19058&CssClass=,Congratulations to Father Leonard O'Malley on his retirement.,
RES 2023 #193,16,06/26/23 Regular,06/26/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20077&CssClass=,Condolences To The Family of Saundra Graham,
RES 2023 #194,17,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20078&CssClass=,Condolences To The Family of Jobe Diagne,
RES 2023 #195,18,06/26/23 Regular,06/26/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20080&CssClass=,Resolution on the death of Norman Thomas McIver.,
RES 2023 #196,19,06/26/23 Regular,06/26/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4267&MediaPosition=&ID=20087&CssClass=,Congratulating the Alliance of Cambridge Tenants,
RES 2023 #197,1,08/07/23 Special,08/07/23,Congratulations,Adopted as Amended,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=19793&CssClass=,Congratulations on the retirement of Patricia Royster-Peterson from the Cambridge Public Schools.,
RES 2023 #198,2,08/07/23 Special,08/07/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20164&CssClass=,Resolution on the death of Agnes M. Dattero.,
RES 2023 #199,3,08/07/23 Special,08/07/23,Congratulations,Adopted as Amended,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20165&CssClass=,Congratulations to Superintendent Pauline Wells of the Cambridge Police Department on her recent promotion.,
RES 2023 #200,4,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20167&CssClass=,Congratulations on the retirement of Oral Bynoe from the Cambridge Police Department.,
RES 2023 #201,5,08/07/23 Special,08/07/23,Death Resolution,Adopted as Amended,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20172&CssClass=,Resolution on the Death of Edward J. “Ted” Hoff.,
RES 2023 #202,6,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20175&CssClass=,Congratulations to Ingrid Nowak on her Retirement,
RES 2023 #203,7,08/07/23 Special,08/07/23,Retirement Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20185&CssClass=,Thanks and appreciation to Cambridge School Committee Member Fred Fantini for his service to the students and families in Cambridge for 40 years.,
RES 2023 #204,8,08/07/23 Special,08/07/23,Congratulations,Adopted as Amended,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20191&CssClass=,Congratulations to Superintendent Rob Lowe on his retirement from the Cambridge Police Department and on his new Appointment as Chief of the Boston University Police Department.,
RES 2023 #205,9,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20192&CssClass=,Congratulations to Heidi Lyle on her retirement from the Cambridge Health Alliance.,
RES 2023 #206,10,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20195&CssClass=,Congratulations to Fernanda Botelho on her retirement from the Cambridge Health Alliance.,
RES 2023 #207,11,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20196&CssClass=,Congratulations to Firefighter Robert A. Walsh on his retirement.,
RES 2023 #208,12,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20197&CssClass=,Congratulations to Miriam Figueroa on her retirement from the Cambridge Health Alliance.,
RES 2023 #209,13,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20198&CssClass=,Congratulations to Pauline McGrath on her retirement from the Cambridge Public Schools.,
RES 2023 #210,14,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20199&CssClass=,Congratulations to Paul Tully on his Retirement from The Department of Public Works,
RES 2023 #211,15,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20200&CssClass=,Congratulations to Henry Williams on his retirement of The Department of Public Works.,
RES 2023 #212,16,08/07/23 Special,08/07/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20201&CssClass=,Resolution on the death of Dominic P. Calioro.,
RES 2023 #213,17,08/07/23 Special,08/07/23,Death Resolution,Withdrawn,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20202&CssClass=,Resolution on the death of Edward Hoff.,
RES 2023 #214,18,08/07/23 Special,08/07/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20203&CssClass=,Resolution on the death of Dolores F. DiBiase.,
RES 2023 #215,19,08/07/23 Special,08/07/23,Death Resolution,Adopted as Amended,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20204&CssClass=,"Resolution on the death of Eugene A. ""Geno"" Walcott Jr.",
RES 2023 #216,20,08/07/23 Special,08/07/23,Death Resolution,Adopted as Amended,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20206&CssClass=,Resolution on the death of Margaret Burnieika.,
RES 2023 #217,21,08/07/23 Special,08/07/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20211&CssClass=,Resolution on the death of Edward T. Cheevers.,
RES 2023 #218,22,08/07/23 Special,08/07/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20212&CssClass=,Resolution on the death of Antonio J. De Sousa.,
RES 2023 #219,23,08/07/23 Special,08/07/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20213&CssClass=,Resolution on the death of Mary Ann Mangone.,
RES 2023 #220,24,08/07/23 Special,08/07/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20234&CssClass=,"Resolution on the death of Donald W. ""Don"" Holland Sr.",
RES 2023 #221,25,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20239&CssClass=,Congratulations To Organizers of Jazz Fest 2023,
RES 2023 #222,26,08/07/23 Special,08/07/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20246&CssClass=,Condolences to the family of Mary Travers.,
RES 2023 #223,27,08/07/23 Special,08/07/23,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20294&CssClass=,Congratulations to City Councillor E. Denise Simmons on receiving the 2023 Pride Freedom Trailblazer Award.,
RES 2023 #224,28,08/07/23 Special,08/07/23,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20312&CssClass=,Condolences To The Family of Charles Ogletree,
RES 2023 #225,1,09/11/23 Regular,09/11/23,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20319&CssClass=,Resolution Wishing Gail Seidman A Swift Recovery,
RES 2023 #226,2,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20461&CssClass=,Resolution on the death of Patricia A. Maloney.,
RES 2023 #227,3,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20462&CssClass=,Condolences to the family of Lovie Jean Shelton.,
RES 2023 #228,4,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20463&CssClass=,Resolution on the death of Helen B. Sullivan.,
RES 2023 #229,5,09/11/23 Regular,09/11/23,Congratulations,Adopted as Amended,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20495&CssClass=,Congratulations to the U13 Cambridge Hitmen on winning the Lou Tompkins All Star Championship.,
RES 2023 #230,6,09/11/23 Regular,09/11/23,Congratulations,Adopted as Amended,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20496&CssClass=,Congratulations to the Holy Trinity Armenian Apostolate Church of Greater Boston on the occasion of its 100th Anniversary.,
RES 2023 #231,7,09/11/23 Regular,09/11/23,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20508&CssClass=,Resolution on the death of Luis M. Rodrigues,
RES 2023 #232,8,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20517&CssClass=,Resolution on the death of Albert J. Sarchioni Jr.,
RES 2023 #233,9,09/11/23 Regular,09/11/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20518&CssClass=,Resolution on the death of Mary Grace.,
RES 2023 #234,10,09/11/23 Regular,09/11/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20324&CssClass=,Congratulations to Manobaldo Amaral on his Retirement from The Cambridge Health Alliance,
