Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Yeas,Nays,Present,Absent,Recused,Link,Notes
CMA 2023 #19,2023-01-23 Regular,2023-01-23,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4249&MediaPosition=&ID=17958&CssClass=,
CMA 2023 #20,2023-01-23 Regular,2023-01-23,6,Transmitting Communication,,,,Referred to the Petition,8-0-1,yes,yes,yes,yes,yes,yes,yes,absent,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4249&MediaPosition=&ID=17955&CssClass=,
CMA 2023 #21,2023-02-06 Regular,2023-02-06,1,Appropriation,,,,Adopted,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18081&CssClass=,
CMA 2023 #22,2023-02-06 Regular,2023-02-06,2,Awaiting Report Response,AR-22-81,,,Placed on File,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18085&CssClass=,
CMA 2023 #23,2023-02-06 Regular,2023-02-06,3,Awaiting Report Response,,POR 2022 #27,,Placed on File,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18087&CssClass=,
CMA 2023 #24,2023-02-06 Regular,2023-02-06,4,Awaiting Report Response,,POR 2023 #8,,Referred to the Petition,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18114&CssClass=,
CMA 2023 #25,2023-02-06 Regular,2023-02-06,5,Transmitting Communication,,,,Placed on File,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18083&CssClass=,
CMA 2023 #26,2023-02-06 Regular,2023-02-06,6,Appointment,,,,Placed on File,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18108&CssClass=,
CMA 2023 #27,2023-02-06 Regular,2023-02-06,7,Transmitting Communication,,,,Referred to the Committee For,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18096&CssClass=,PUBLIC SAFETY
CMA 2023 #28,2023-02-06 Regular,2023-02-06,8,Transmitting Communication,,,,Referred to the Committee For,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18117&CssClass=,PUBLIC SAFETY
CMA 2023 #29,2023-02-06 Regular,2023-02-06,9,Transmitting Communication,,,,Referred to the Committee For,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18118&CssClass=,PUBLIC SAFETY
CMA 2023 #30,2023-02-13 Regular,2023-02-13,1,Transmitting Communication,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18247&CssClass=,
CMA 2023 #31,2023-02-13 Regular,2023-02-13,2,Transmitting Communication,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18248&CssClass=,
CMA 2023 #32,2023-02-13 Regular,2023-02-13,3,Appointment,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18299&CssClass=,
CMA 2023 #33,2023-02-13 Regular,2023-02-13,4,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18249&CssClass=,
CMA 2023 #34,2023-02-13 Regular,2023-02-13,5,Awaiting Report Response,,POR 2023 #7,,Referred to the Petition,,yes,yes,yes,yes,yes,,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18251&CssClass=,"FINAL FEBRUARY 13, 2023"
CMA 2023 #35,2023-02-13 Regular,2023-02-13,6,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18278&CssClass=,
CMA 2023 #36,2023-02-13 Regular,2023-02-13,7,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18279&CssClass=,
CMA 2023 #37,2023-02-13 Regular,2023-02-13,8,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18289&CssClass=,
CMA 2023 #38,2023-02-13 Regular,2023-02-13,9,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18290&CssClass=,
CMA 2023 #39,2023-02-13 Regular,2023-02-13,10,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18292&CssClass=,
CMA 2023 #40,2023-02-13 Regular,2023-02-13,11,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18295&CssClass=,
CMA 2023 #41,2023-02-13 Regular,2023-02-13,12,Appointment,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18089&CssClass=,
CMA 2023 #42,2023-02-13 Regular,2023-02-13,13,Awaiting Report Response,AR-22-84,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18300&CssClass=,
CMA 2023 #43,2023-02-13 Regular,2023-02-13,14,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18302&CssClass=,
CMA 2023 #44,2023-02-13 Regular,2023-02-13,15,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18274&CssClass=,
CMA 2023 #45,2023-02-13 Regular,2023-02-13,16,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18275&CssClass=,
CMA 2023 #46,2023-02-13 Regular,2023-02-13,17,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18276&CssClass=,
CMA 2023 #47,2023-02-13 Regular,2023-02-13,18,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18277&CssClass=,
CMA 2023 #48,2023-02-13 Regular,2023-02-13,19,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18271&CssClass=,
CMA 2023 #49,2023-02-13 Regular,2023-02-13,20,Awaiting Report Response,,POR 2023 #28,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18394&CssClass=,
CMA 2023 #50,2023-02-27 Regular,2023-02-27,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18428&CssClass=,
CMA 2023 #51,2023-02-27 Regular,2023-02-27,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18449&CssClass=,
CMA 2023 #52,2023-02-27 Regular,2023-02-27,3,Awaiting Report Response,AR-22-60,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18451&CssClass=,
CMA 2023 #53,2023-02-27 Regular,2023-02-27,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18441&CssClass=,
CMA 2023 #54,2023-02-27 Regular,2023-02-27,5,Appropriation,AR-22-28,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18436&CssClass=,
CMA 2023 #55,2023-02-27 Regular,2023-02-27,6,Awaiting Report Response,,POR 2023 #29,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18462&CssClass=,
CMA 2023 #56,2023-02-27 Regular,2023-02-27,7,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18456&CssClass=,
CMA 2023 #57,2023-02-27 Regular,2023-02-27,8,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18433&CssClass=,
CMA 2023 #58,2023-02-27 Regular,2023-02-27,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18434&CssClass=,
CMA 2023 #59,2023-02-27 Regular,2023-02-27,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18435&CssClass=,
CMA 2023 #60,2023-02-27 Regular,2023-02-27,11,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18431&CssClass=,
CMA 2023 #61,2023-02-27 Regular,2023-02-27,12,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18429&CssClass=,
CMA 2023 #62,2023-02-27 Regular,2023-02-27,13,Awaiting Report Response,,POR 2022 #316,,Referred to the Petition,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18426&CssClass=,
CMA 2023 #63,2023-02-27 Regular,2023-02-27,14,Awaiting Report Response,AR-23-1,,,Referred to the Petition,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18466&CssClass=,
CMA 2023 #64,2023-02-27 Regular,2023-02-27,15,Transmitting Communication,,,,Approved,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18465&CssClass=,AS AMENDED
CMA 2023 #65,2023-02-27 Regular,2023-02-27,16,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18445&CssClass=,
CMA 2023 #66,2023-03-06 Regular,2023-03-06,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18502&CssClass=,
CMA 2023 #67,2023-03-06 Regular,2023-03-06,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18503&CssClass=,
CMA 2023 #68,2023-03-06 Regular,2023-03-06,3,Awaiting Report Response,,POR 2022 #181,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18504&CssClass=,
CMA 2023 #69,2023-03-06 Regular,2023-03-06,4,Appropriation,,,,Adopted,7-0-2,yes,yes,absent,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18505&CssClass=,
CMA 2023 #70,2023-03-06 Regular,2023-03-06,5,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18522&CssClass=,
CMA 2023 #71,2023-03-06 Regular,2023-03-06,6,Awaiting Report Response,AR-22-78,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18507&CssClass=,
CMA 2023 #72,2023-03-06 Regular,2023-03-06,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18512&CssClass=,
CMA 2023 #73,2023-03-06 Regular,2023-03-06,8,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18514&CssClass=,
CMA 2023 #74,2023-03-06 Regular,2023-03-06,9,Transmitting Communication,,,,Report Accepted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18518&CssClass=,
CMA 2023 #75,2023-03-20 Regular,2023-03-20,1,Appointment,,,,Approved,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18655&CssClass=,
CMA 2023 #76,2023-03-20 Regular,2023-03-20,2,Awaiting Report Response,AR-23-5,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18650&CssClass=,
CMA 2023 #77,2023-03-20 Regular,2023-03-20,3,Awaiting Report Response,AR-23-9,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18649&CssClass=,
CMA 2023 #78,2023-03-20 Regular,2023-03-20,4,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18640&CssClass=,
CMA 2023 #79,2023-03-20 Regular,2023-03-20,5,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18643&CssClass=,
CMA 2023 #80,2023-03-20 Regular,2023-03-20,6,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18671&CssClass=,
CMA 2023 #81,2023-03-20 Regular,2023-03-20,7,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18663&CssClass=,
CMA 2023 #82,2023-03-20 Regular,2023-03-20,8,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18664&CssClass=,
CMA 2023 #83,2023-03-20 Regular,2023-03-20,9,Awaiting Report Response,,POR 2023 #35,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18660&CssClass=,
CMA 2023 #84,2023-03-20 Regular,2023-03-20,10,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18588&CssClass=,
CMA 2023 #85,2023-03-20 Regular,2023-03-20,11,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18656&CssClass=,
CMA 2023 #86,2023-03-20 Regular,2023-03-20,12,Transmitting Communication,,POR 2023 #44,,Referred to the Petition,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18673&CssClass=,
CMA 2023 #87,2023-04-03 Regular,2023-04-03,1,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18846&CssClass=,
CMA 2023 #88,2023-04-03 Regular,2023-04-03,2,Transmitting Communication,,POR 2022 #35,,Referred to the Petition,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18856&CssClass=,
CMA 2023 #89,2023-04-03 Regular,2023-04-03,3,Awaiting Report Response,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18843&CssClass=,
CMA 2023 #90,2023-04-10 Regular,2023-04-10,1,Appointment,,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19012&CssClass=,
CMA 2023 #91,2023-04-10 Regular,2023-04-10,2,Awaiting Report Response,AR-23-11,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19029&CssClass=,
CMA 2023 #92,2023-04-10 Regular,2023-04-10,3,Appropriation,,,,Adopted,7-1-1,yes,yes,yes,yes,absent,yes,yes,yes,no,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19023&CssClass=,
CMA 2023 #93,2023-04-10 Regular,2023-04-10,4,Appropriation,,,,Adopted,7-1-1,yes,yes,yes,yes,absent,yes,yes,yes,no,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19026&CssClass=,
CMA 2023 #94,2023-04-10 Regular,2023-04-10,5,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19022&CssClass=,
CMA 2023 #95,2023-04-10 Regular,2023-04-10,6,Awaiting Report Response,AR-21-71,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19010&CssClass=,
CMA 2023 #96,2023-04-10 Regular,2023-04-10,7,Transmitting Communication,,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19016&CssClass=,
CMA 2023 #97,2023-04-10 Regular,2023-04-10,8,Transmitting Communication,,,,Placed on File,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19030&CssClass=,
CMA 2023 #98,2023-04-24 Regular,2023-04-24,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19095&CssClass=,
CMA 2023 #99,2023-04-24 Regular,2023-04-24,2,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19086&CssClass=,
CMA 2023 #100,2023-04-24 Regular,2023-04-24,3,Appointment,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19085&CssClass=,
CMA 2023 #101,2023-04-24 Regular,2023-04-24,4,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19084&CssClass=,
CMA 2023 #102,2023-04-24 Regular,2023-04-24,5,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19098&CssClass=,
CMA 2023 #103,2023-04-24 Regular,2023-04-24,6,Transmitting Communication,,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19087&CssClass=,REFERRED TO THE NLTP COMMITTEE
CMA 2023 #104,2023-04-24 Regular,2023-04-24,7,Awaiting Report Response,AR-23-8,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19091&CssClass=,REFERRED TO THE PUBLIC SAFETY COMMITTEE
CMA 2023 #105,2023-05-01 Regular,2023-05-01,1,Appropriation,,,,Referred to Committee,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19188&CssClass=,FINANCE
CMA 2023 #106,2023-05-01 Regular,2023-05-01,2,Transmitting Communication,,,,Passed to a Second Reading,7 to 1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19190&CssClass=,AND REFERRED TO THE FINANCE COMMITTEE 8-0-1 AM Absent
